image_index,resolution1,resolution2,similarity
24,1000x1000,920x1300,0.5625
24,920x1300,83x110,0.96875
24,920x1300,128x128,0.5625
24,920x1300,355x503,0.96875
24,920x1300,500x500,0.5625
24,920x1300,1000x1000,0.5625
24,920x1300,920x1300,1.0
25,83x110,83x110,1.0
25,83x110,128x128,0.5
25,83x110,355x503,0.90625
25,83x110,500x500,0.53125
25,83x110,1000x1000,0.53125
25,83x110,920x1300,0.90625
25,128x128,83x110,0.5
25,128x128,128x128,1.0
25,128x128,355x503,0.46875
25,128x128,500x500,0.96875
25,128x128,1000x1000,0.96875
25,128x128,920x1300,0.46875
25,355x503,83x110,0.90625
25,355x503,128x128,0.46875
25,355x503,355x503,1.0
25,355x503,500x500,0.46875
25,355x503,1000x1000,0.46875
25,355x503,920x1300,1.0
25,500x500,83x110,0.53125
25,500x500,128x128,0.96875
25,500x500,355x503,0.46875
25,500x500,500x500,1.0
25,500x500,1000x1000,1.0
25,500x500,920x1300,0.46875
25,1000x1000,83x110,0.53125
25,1000x1000,128x128,0.96875
25,1000x1000,355x503,0.46875
25,1000x1000,500x500,1.0
25,1000x1000,1000x1000,1.0
25,1000x1000,920x1300,0.46875
25,920x1300,83x110,0.90625
25,920x1300,128x128,0.46875
25,920x1300,355x503,1.0
25,920x1300,500x500,0.46875
25,920x1300,1000x1000,0.46875
25,920x1300,920x1300,1.0
26,83x110,83x110,1.0
26,83x110,128x128,0.5625
26,83x110,355x503,0.90625
26,83x110,500x500,0.59375
26,83x110,1000x1000,0.5625
26,83x110,920x1300,0.90625
26,128x128,83x110,0.5625
26,128x128,128x128,1.0
26,128x128,355x503,0.53125
26,128x128,500x500,0.96875
26,128x128,1000x1000,1.0
26,128x128,920x1300,0.53125
26,355x503,83x110,0.90625
26,355x503,128x128,0.53125
26,355x503,355x503,1.0
26,355x503,500x500,0.5625
26,355x503,1000x1000,0.53125
26,355x503,920x1300,1.0
26,500x500,83x110,0.59375
26,500x500,128x128,0.96875
26,500x500,355x503,0.5625
26,500x500,500x500,1.0
26,500x500,1000x1000,0.96875
26,500x500,920x1300,0.5625
26,1000x1000,83x110,0.5625
26,1000x1000,128x128,1.0
26,1000x1000,355x503,0.53125
26,1000x1000,500x500,0.96875
26,1000x1000,1000x1000,1.0
26,1000x1000,920x1300,0.53125
26,920x1300,83x110,0.90625
26,920x1300,128x128,0.53125
26,920x1300,355x503,1.0
26,920x1300,500x500,0.5625
26,920x1300,1000x1000,0.53125
26,920x1300,920x1300,1.0
27,83x110,83x110,1.0
27,83x110,128x128,0.59375
27,83x110,355x503,0.875
27,83x110,500x500,0.625
27,83x110,1000x1000,0.59375
27,83x110,920x1300,0.875
27,128x128,83x110,0.59375
27,128x128,128x128,1.0
27,128x128,355x503,0.5625
27,128x128,500x500,0.9375
27,128x128,1000x1000,0.96875
27,128x128,920x1300,0.5625
27,355x503,83x110,0.875
27,355x503,128x128,0.5625
27,355x503,355x503,1.0
27,355x503,500x500,0.5625
27,355x503,1000x1000,0.53125
27,355x503,920x1300,1.0
27,500x500,83x110,0.625
27,500x500,128x128,0.9375
27,500x500,355x503,0.5625
27,500x500,500x500,1.0
27,500x500,1000x1000,0.96875
27,500x500,920x1300,0.5625
27,1000x1000,83x110,0.59375
27,1000x1000,128x128,0.96875
27,1000x1000,355x503,0.53125
27,1000x1000,500x500,0.96875
27,1000x1000,1000x1000,1.0
27,1000x1000,920x1300,0.53125
27,920x1300,83x110,0.875
27,920x1300,128x128,0.5625
27,920x1300,355x503,1.0
27,920x1300,500x500,0.5625
27,920x1300,1000x1000,0.53125
27,920x1300,920x1300,1.0
28,83x110,83x110,1.0
28,83x110,128x128,0.53125
28,83x110,355x503,0.84375
28,83x110,500x500,0.53125
28,83x110,1000x1000,0.5
28,83x110,920x1300,0.84375
28,128x128,83x110,0.53125
28,128x128,128x128,1.0
28,128x128,355x503,0.4375
28,128x128,500x500,0.96875
28,128x128,1000x1000,0.9375
28,128x128,920x1300,0.4375
28,355x503,83x110,0.84375
28,355x503,128x128,0.4375
28,355x503,355x503,1.0
28,355x503,500x500,0.46875
28,355x503,1000x1000,0.4375
28,355x503,920x1300,0.96875
28,500x500,83x110,0.53125
28,500x500,128x128,0.96875
28,500x500,355x503,0.46875
28,500x500,500x500,1.0
28,500x500,1000x1000,0.96875
28,500x500,920x1300,0.46875
28,1000x1000,83x110,0.5
28,1000x1000,128x128,0.9375
28,1000x1000,355x503,0.4375
28,1000x1000,500x500,0.96875
28,1000x1000,1000x1000,1.0
28,1000x1000,920x1300,0.4375
28,920x1300,83x110,0.84375
28,920x1300,128x128,0.4375
28,920x1300,355x503,0.96875
28,920x1300,500x500,0.46875
28,920x1300,1000x1000,0.4375
28,920x1300,920x1300,1.0
29,83x110,83x110,1.0
29,83x110,128x128,0.53125
29,83x110,355x503,0.875
29,83x110,500x500,0.53125
29,83x110,1000x1000,0.53125
29,83x110,920x1300,0.90625
29,128x128,83x110,0.53125
29,128x128,128x128,1.0
29,128x128,355x503,0.46875
29,128x128,500x500,0.96875
29,128x128,1000x1000,0.96875
29,128x128,920x1300,0.5
29,355x503,83x110,0.875
29,355x503,128x128,0.46875
29,355x503,355x503,1.0
29,355x503,500x500,0.46875
29,355x503,1000x1000,0.46875
29,355x503,920x1300,0.96875
29,500x500,83x110,0.53125
29,500x500,128x128,0.96875
29,500x500,355x503,0.46875
29,500x500,500x500,1.0
29,500x500,1000x1000,0.96875
29,500x500,920x1300,0.5
29,1000x1000,83x110,0.53125
29,1000x1000,128x128,0.96875
29,1000x1000,355x503,0.46875
29,1000x1000,500x500,0.96875
29,1000x1000,1000x1000,1.0
29,1000x1000,920x1300,0.5
29,920x1300,83x110,0.90625
29,920x1300,128x128,0.5
29,920x1300,355x503,0.96875
29,920x1300,500x500,0.5
29,920x1300,1000x1000,0.5
29,920x1300,920x1300,1.0
30,83x110,83x110,1.0
30,83x110,128x128,0.71875
30,83x110,355x503,0.90625
30,83x110,500x500,0.71875
30,83x110,1000x1000,0.71875
30,83x110,920x1300,0.90625
30,128x128,83x110,0.71875
30,128x128,128x128,1.0
30,128x128,355x503,0.71875
30,128x128,500x500,1.0
30,128x128,1000x1000,1.0
30,128x128,920x1300,0.71875
30,355x503,83x110,0.90625
30,355x503,128x128,0.71875
30,355x503,355x503,1.0
30,355x503,500x500,0.71875
30,355x503,1000x1000,0.71875
30,355x503,920x1300,1.0
30,500x500,83x110,0.71875
30,500x500,128x128,1.0
30,500x500,355x503,0.71875
30,500x500,500x500,1.0
30,500x500,1000x1000,1.0
30,500x500,920x1300,0.71875
30,1000x1000,83x110,0.71875
30,1000x1000,128x128,1.0
30,1000x1000,355x503,0.71875
30,1000x1000,500x500,1.0
30,1000x1000,1000x1000,1.0
30,1000x1000,920x1300,0.71875
30,920x1300,83x110,0.90625
30,920x1300,128x128,0.71875
30,920x1300,355x503,1.0
30,920x1300,500x500,0.71875
30,920x1300,1000x1000,0.71875
30,920x1300,920x1300,1.0
31,83x110,83x110,1.0
31,83x110,128x128,0.65625
31,83x110,355x503,0.96875
31,83x110,500x500,0.65625
31,83x110,1000x1000,0.65625
31,83x110,920x1300,0.96875
31,128x128,83x110,0.65625
31,128x128,128x128,1.0
31,128x128,355x503,0.625
31,128x128,500x500,1.0
31,128x128,1000x1000,1.0
31,128x128,920x1300,0.625
31,355x503,83x110,0.96875
31,355x503,128x128,0.625
31,355x503,355x503,1.0
31,355x503,500x500,0.625
31,355x503,1000x1000,0.625
31,355x503,920x1300,1.0
31,500x500,83x110,0.65625
31,500x500,128x128,1.0
31,500x500,355x503,0.625
31,500x500,500x500,1.0
31,500x500,1000x1000,1.0
31,500x500,920x1300,0.625
31,1000x1000,83x110,0.65625
31,1000x1000,128x128,1.0
31,1000x1000,355x503,0.625
31,1000x1000,500x500,1.0
31,1000x1000,1000x1000,1.0
31,1000x1000,920x1300,0.625
31,920x1300,83x110,0.96875
31,920x1300,128x128,0.625
31,920x1300,355x503,1.0
31,920x1300,500x500,0.625
31,920x1300,1000x1000,0.625
31,920x1300,920x1300,1.0
32,83x110,83x110,1.0
32,83x110,128x128,0.65625
32,83x110,355x503,0.90625
32,83x110,500x500,0.6875
32,83x110,1000x1000,0.6875
32,83x110,920x1300,0.90625
32,128x128,83x110,0.65625
32,128x128,128x128,1.0
32,128x128,355x503,0.59375
32,128x128,500x500,0.96875
32,128x128,1000x1000,0.96875
32,128x128,920x1300,0.59375
32,355x503,83x110,0.90625
32,355x503,128x128,0.59375
32,355x503,355x503,1.0
32,355x503,500x500,0.625
32,355x503,1000x1000,0.625
32,355x503,920x1300,0.96875
32,500x500,83x110,0.6875
32,500x500,128x128,0.96875
32,500x500,355x503,0.625
32,500x500,500x500,1.0
32,500x500,1000x1000,1.0
32,500x500,920x1300,0.625
32,1000x1000,83x110,0.6875
32,1000x1000,128x128,0.96875
32,1000x1000,355x503,0.625
32,1000x1000,500x500,1.0
32,1000x1000,1000x1000,1.0
32,1000x1000,920x1300,0.625
32,920x1300,83x110,0.90625
32,920x1300,128x128,0.59375
32,920x1300,355x503,0.96875
32,920x1300,500x500,0.625
32,920x1300,1000x1000,0.625
32,920x1300,920x1300,1.0
33,83x110,83x110,1.0
33,83x110,128x128,0.71875
33,83x110,355x503,0.90625
33,83x110,500x500,0.71875
33,83x110,1000x1000,0.71875
33,83x110,920x1300,0.90625
33,128x128,83x110,0.71875
33,128x128,128x128,1.0
33,128x128,355x503,0.625
33,128x128,500x500,0.96875
33,128x128,1000x1000,0.96875
33,128x128,920x1300,0.625
33,355x503,83x110,0.90625
33,355x503,128x128,0.625
33,355x503,355x503,1.0
33,355x503,500x500,0.65625
33,355x503,1000x1000,0.65625
33,355x503,920x1300,1.0
33,500x500,83x110,0.71875
33,500x500,128x128,0.96875
33,500x500,355x503,0.65625
33,500x500,500x500,1.0
33,500x500,1000x1000,1.0
33,500x500,920x1300,0.65625
33,1000x1000,83x110,0.71875
33,1000x1000,128x128,0.96875
33,1000x1000,355x503,0.65625
33,1000x1000,500x500,1.0
33,1000x1000,1000x1000,1.0
33,1000x1000,920x1300,0.65625
33,920x1300,83x110,0.90625
33,920x1300,128x128,0.625
33,920x1300,355x503,1.0
33,920x1300,500x500,0.65625
33,920x1300,1000x1000,0.65625
33,920x1300,920x1300,1.0
34,83x110,83x110,1.0
34,83x110,128x128,0.65625
34,83x110,355x503,0.78125
34,83x110,500x500,0.65625
34,83x110,1000x1000,0.65625
34,83x110,920x1300,0.8125
34,128x128,83x110,0.65625
34,128x128,128x128,1.0
34,128x128,355x503,0.53125
34,128x128,500x500,1.0
34,128x128,1000x1000,1.0
34,128x128,920x1300,0.5625
34,355x503,83x110,0.78125
34,355x503,128x128,0.53125
34,355x503,355x503,1.0
34,355x503,500x500,0.53125
34,355x503,1000x1000,0.53125
34,355x503,920x1300,0.96875
34,500x500,83x110,0.65625
34,500x500,128x128,1.0
34,500x500,355x503,0.53125
34,500x500,500x500,1.0
34,500x500,1000x1000,1.0
34,500x500,920x1300,0.5625
34,1000x1000,83x110,0.65625
34,1000x1000,128x128,1.0
34,1000x1000,355x503,0.53125
34,1000x1000,500x500,1.0
34,1000x1000,1000x1000,1.0
34,1000x1000,920x1300,0.5625
34,920x1300,83x110,0.8125
34,920x1300,128x128,0.5625
34,920x1300,355x503,0.96875
34,920x1300,500x500,0.5625
34,920x1300,1000x1000,0.5625
34,920x1300,920x1300,1.0
35,83x110,83x110,1.0
35,83x110,128x128,0.65625
35,83x110,355x503,0.84375
35,83x110,500x500,0.65625
35,83x110,1000x1000,0.65625
35,83x110,920x1300,0.84375
35,128x128,83x110,0.65625
35,128x128,128x128,1.0
35,128x128,355x503,0.625
35,128x128,500x500,1.0
35,128x128,1000x1000,1.0
35,128x128,920x1300,0.625
35,355x503,83x110,0.84375
35,355x503,128x128,0.625
35,355x503,355x503,1.0
35,355x503,500x500,0.625
35,355x503,1000x1000,0.625
35,355x503,920x1300,0.96875
35,500x500,83x110,0.65625
35,500x500,128x128,1.0
35,500x500,355x503,0.625
35,500x500,500x500,1.0
35,500x500,1000x1000,1.0
35,500x500,920x1300,0.625
35,1000x1000,83x110,0.65625
35,1000x1000,128x128,1.0
35,1000x1000,355x503,0.625
35,1000x1000,500x500,1.0
35,1000x1000,1000x1000,1.0
35,1000x1000,920x1300,0.625
35,920x1300,83x110,0.84375
35,920x1300,128x128,0.625
35,920x1300,355x503,0.96875
35,920x1300,500x500,0.625
35,920x1300,1000x1000,0.625
35,920x1300,920x1300,1.0
36,83x110,83x110,1.0
36,83x110,128x128,0.6875
36,83x110,355x503,0.90625
36,83x110,500x500,0.6875
36,83x110,1000x1000,0.6875
36,83x110,920x1300,0.9375
36,128x128,83x110,0.6875
36,128x128,128x128,1.0
36,128x128,355x503,0.625
36,128x128,500x500,0.9375
36,128x128,1000x1000,0.96875
36,128x128,920x1300,0.625
36,355x503,83x110,0.90625
36,355x503,128x128,0.625
36,355x503,355x503,1.0
36,355x503,500x500,0.625
36,355x503,1000x1000,0.625
36,355x503,920x1300,0.96875
36,500x500,83x110,0.6875
36,500x500,128x128,0.9375
36,500x500,355x503,0.625
36,500x500,500x500,1.0
36,500x500,1000x1000,0.96875
36,500x500,920x1300,0.625
36,1000x1000,83x110,0.6875
36,1000x1000,128x128,0.96875
36,1000x1000,355x503,0.625
36,1000x1000,500x500,0.96875
36,1000x1000,1000x1000,1.0
36,1000x1000,920x1300,0.625
36,920x1300,83x110,0.9375
36,920x1300,128x128,0.625
36,920x1300,355x503,0.96875
36,920x1300,500x500,0.625
36,920x1300,1000x1000,0.625
36,920x1300,920x1300,1.0
37,83x110,83x110,1.0
37,83x110,128x128,0.625
37,83x110,355x503,0.96875
37,83x110,500x500,0.625
37,83x110,1000x1000,0.625
37,83x110,920x1300,0.96875
37,128x128,83x110,0.625
37,128x128,128x128,1.0
37,128x128,355x503,0.59375
37,128x128,500x500,1.0
37,128x128,1000x1000,1.0
37,128x128,920x1300,0.59375
37,355x503,83x110,0.96875
37,355x503,128x128,0.59375
37,355x503,355x503,1.0
37,355x503,500x500,0.59375
37,355x503,1000x1000,0.59375
37,355x503,920x1300,1.0
37,500x500,83x110,0.625
37,500x500,128x128,1.0
37,500x500,355x503,0.59375
37,500x500,500x500,1.0
37,500x500,1000x1000,1.0
37,500x500,920x1300,0.59375
37,1000x1000,83x110,0.625
37,1000x1000,128x128,1.0
37,1000x1000,355x503,0.59375
37,1000x1000,500x500,1.0
37,1000x1000,1000x1000,1.0
37,1000x1000,920x1300,0.59375
37,920x1300,83x110,0.96875
37,920x1300,128x128,0.59375
37,920x1300,355x503,1.0
37,920x1300,500x500,0.59375
37,920x1300,1000x1000,0.59375
37,920x1300,920x1300,1.0
38,83x110,83x110,1.0
38,83x110,128x128,0.96875
38,83x110,355x503,0.96875
38,83x110,500x500,0.96875
38,83x110,1000x1000,0.96875
38,83x110,920x1300,0.96875
38,128x128,83x110,0.96875
38,128x128,128x128,1.0
38,128x128,355x503,1.0
38,128x128,500x500,1.0
38,128x128,1000x1000,1.0
38,128x128,920x1300,1.0
38,355x503,83x110,0.96875
38,355x503,128x128,1.0
38,355x503,355x503,1.0
38,355x503,500x500,1.0
38,355x503,1000x1000,1.0
38,355x503,920x1300,1.0
38,500x500,83x110,0.96875
38,500x500,128x128,1.0
38,500x500,355x503,1.0
38,500x500,500x500,1.0
38,500x500,1000x1000,1.0
38,500x500,920x1300,1.0
38,1000x1000,83x110,0.96875
38,1000x1000,128x128,1.0
38,1000x1000,355x503,1.0
38,1000x1000,500x500,1.0
38,1000x1000,1000x1000,1.0
38,1000x1000,920x1300,1.0
38,920x1300,83x110,0.96875
38,920x1300,128x128,1.0
38,920x1300,355x503,1.0
38,920x1300,500x500,1.0
38,920x1300,1000x1000,1.0
38,920x1300,920x1300,1.0
39,83x110,83x110,1.0
39,83x110,128x128,0.71875
39,83x110,355x503,0.90625
39,83x110,500x500,0.71875
39,83x110,1000x1000,0.71875
39,83x110,920x1300,0.875
39,128x128,83x110,0.71875
39,128x128,128x128,1.0
39,128x128,355x503,0.71875
39,128x128,500x500,1.0
39,128x128,1000x1000,1.0
39,128x128,920x1300,0.75
39,355x503,83x110,0.90625
39,355x503,128x128,0.71875
39,355x503,355x503,1.0
39,355x503,500x500,0.71875
39,355x503,1000x1000,0.71875
39,355x503,920x1300,0.9375
39,500x500,83x110,0.71875
39,500x500,128x128,1.0
39,500x500,355x503,0.71875
39,500x500,500x500,1.0
39,500x500,1000x1000,1.0
39,500x500,920x1300,0.75
39,1000x1000,83x110,0.71875
39,1000x1000,128x128,1.0
39,1000x1000,355x503,0.71875
39,1000x1000,500x500,1.0
39,1000x1000,1000x1000,1.0
39,1000x1000,920x1300,0.75
39,920x1300,83x110,0.875
39,920x1300,128x128,0.75
39,920x1300,355x503,0.9375
39,920x1300,500x500,0.75
39,920x1300,1000x1000,0.75
39,920x1300,920x1300,1.0
40,83x110,83x110,1.0
40,83x110,128x128,0.65625
40,83x110,355x503,0.875
40,83x110,500x500,0.65625
40,83x110,1000x1000,0.65625
40,83x110,920x1300,0.84375
40,128x128,83x110,0.65625
40,128x128,128x128,1.0
40,128x128,355x503,0.625
40,128x128,500x500,1.0
40,128x128,1000x1000,1.0
40,128x128,920x1300,0.625
40,355x503,83x110,0.875
40,355x503,128x128,0.625
40,355x503,355x503,1.0
40,355x503,500x500,0.625
40,355x503,1000x1000,0.625
40,355x503,920x1300,0.96875
40,500x500,83x110,0.65625
40,500x500,128x128,1.0
40,500x500,355x503,0.625
40,500x500,500x500,1.0
40,500x500,1000x1000,1.0
40,500x500,920x1300,0.625
40,1000x1000,83x110,0.65625
40,1000x1000,128x128,1.0
40,1000x1000,355x503,0.625
40,1000x1000,500x500,1.0
40,1000x1000,1000x1000,1.0
40,1000x1000,920x1300,0.625
40,920x1300,83x110,0.84375
40,920x1300,128x128,0.625
40,920x1300,355x503,0.96875
40,920x1300,500x500,0.625
40,920x1300,1000x1000,0.625
40,920x1300,920x1300,1.0
41,83x110,83x110,1.0
41,83x110,128x128,0.71875
41,83x110,355x503,0.90625
41,83x110,500x500,0.71875
41,83x110,1000x1000,0.71875
41,83x110,920x1300,0.90625
41,128x128,83x110,0.71875
41,128x128,128x128,1.0
41,128x128,355x503,0.6875
41,128x128,500x500,1.0
41,128x128,1000x1000,1.0
41,128x128,920x1300,0.65625
41,355x503,83x110,0.90625
41,355x503,128x128,0.6875
41,355x503,355x503,1.0
41,355x503,500x500,0.6875
41,355x503,1000x1000,0.6875
41,355x503,920x1300,0.9375
41,500x500,83x110,0.71875
41,500x500,128x128,1.0
41,500x500,355x503,0.6875
41,500x500,500x500,1.0
41,500x500,1000x1000,1.0
41,500x500,920x1300,0.65625
41,1000x1000,83x110,0.71875
41,1000x1000,128x128,1.0
41,1000x1000,355x503,0.6875
41,1000x1000,500x500,1.0
41,1000x1000,1000x1000,1.0
41,1000x1000,920x1300,0.65625
41,920x1300,83x110,0.90625
41,920x1300,128x128,0.65625
41,920x1300,355x503,0.9375
41,920x1300,500x500,0.65625
41,920x1300,1000x1000,0.65625
41,920x1300,920x1300,1.0
42,83x110,83x110,1.0
42,83x110,128x128,0.78125
42,83x110,355x503,0.875
42,83x110,500x500,0.78125
42,83x110,1000x1000,0.78125
42,83x110,920x1300,0.875
42,128x128,83x110,0.78125
42,128x128,128x128,1.0
42,128x128,355x503,0.65625
42,128x128,500x500,0.96875
42,128x128,1000x1000,1.0
42,128x128,920x1300,0.65625
42,355x503,83x110,0.875
42,355x503,128x128,0.65625
42,355x503,355x503,1.0
42,355x503,500x500,0.6875
42,355x503,1000x1000,0.65625
42,355x503,920x1300,1.0
42,500x500,83x110,0.78125
42,500x500,128x128,0.96875
42,500x500,355x503,0.6875
42,500x500,500x500,1.0
42,500x500,1000x1000,0.96875
42,500x500,920x1300,0.6875
42,1000x1000,83x110,0.78125
42,1000x1000,128x128,1.0
42,1000x1000,355x503,0.65625
42,1000x1000,500x500,0.96875
42,1000x1000,1000x1000,1.0
42,1000x1000,920x1300,0.65625
42,920x1300,83x110,0.875
42,920x1300,128x128,0.65625
42,920x1300,355x503,1.0
42,920x1300,500x500,0.6875
42,920x1300,1000x1000,0.65625
42,920x1300,920x1300,1.0
43,83x110,83x110,1.0
43,83x110,128x128,0.65625
43,83x110,355x503,0.8125
43,83x110,500x500,0.6875
43,83x110,1000x1000,0.65625
43,83x110,920x1300,0.84375
43,128x128,83x110,0.65625
43,128x128,128x128,1.0
43,128x128,355x503,0.5625
43,128x128,500x500,0.96875
43,128x128,1000x1000,1.0
43,128x128,920x1300,0.5625
43,355x503,83x110,0.8125
43,355x503,128x128,0.5625
43,355x503,355x503,1.0
43,355x503,500x500,0.5625
43,355x503,1000x1000,0.5625
43,355x503,920x1300,0.96875
43,500x500,83x110,0.6875
43,500x500,128x128,0.96875
43,500x500,355x503,0.5625
43,500x500,500x500,1.0
43,500x500,1000x1000,0.96875
43,500x500,920x1300,0.5625
43,1000x1000,83x110,0.65625
43,1000x1000,128x128,1.0
43,1000x1000,355x503,0.5625
43,1000x1000,500x500,0.96875
43,1000x1000,1000x1000,1.0
43,1000x1000,920x1300,0.5625
43,920x1300,83x110,0.84375
43,920x1300,128x128,0.5625
43,920x1300,355x503,0.96875
43,920x1300,500x500,0.5625
43,920x1300,1000x1000,0.5625
43,920x1300,920x1300,1.0
44,83x110,83x110,1.0
44,83x110,128x128,0.6875
44,83x110,355x503,0.875
44,83x110,500x500,0.6875
44,83x110,1000x1000,0.6875
44,83x110,920x1300,0.875
44,128x128,83x110,0.6875
44,128x128,128x128,1.0
44,128x128,355x503,0.59375
44,128x128,500x500,1.0
44,128x128,1000x1000,1.0
44,128x128,920x1300,0.59375
44,355x503,83x110,0.875
44,355x503,128x128,0.59375
44,355x503,355x503,1.0
44,355x503,500x500,0.59375
44,355x503,1000x1000,0.59375
44,355x503,920x1300,1.0
44,500x500,83x110,0.6875
44,500x500,128x128,1.0
44,500x500,355x503,0.59375
44,500x500,500x500,1.0
44,500x500,1000x1000,1.0
44,500x500,920x1300,0.59375
44,1000x1000,83x110,0.6875
44,1000x1000,128x128,1.0
44,1000x1000,355x503,0.59375
44,1000x1000,500x500,1.0
44,1000x1000,1000x1000,1.0
44,1000x1000,920x1300,0.59375
44,920x1300,83x110,0.875
44,920x1300,128x128,0.59375
44,920x1300,355x503,1.0
44,920x1300,500x500,0.59375
44,920x1300,1000x1000,0.59375
44,920x1300,920x1300,1.0
45,83x110,83x110,1.0
45,83x110,128x128,0.71875
45,83x110,355x503,0.8125
45,83x110,500x500,0.71875
45,83x110,1000x1000,0.71875
45,83x110,920x1300,0.8125
45,128x128,83x110,0.71875
45,128x128,128x128,1.0
45,128x128,355x503,0.59375
45,128x128,500x500,1.0
45,128x128,1000x1000,0.96875
45,128x128,920x1300,0.59375
45,355x503,83x110,0.8125
45,355x503,128x128,0.59375
45,355x503,355x503,1.0
45,355x503,500x500,0.59375
45,355x503,1000x1000,0.59375
45,355x503,920x1300,1.0
45,500x500,83x110,0.71875
45,500x500,128x128,1.0
45,500x500,355x503,0.59375
45,500x500,500x500,1.0
45,500x500,1000x1000,0.96875
45,500x500,920x1300,0.59375
45,1000x1000,83x110,0.71875
45,1000x1000,128x128,0.96875
45,1000x1000,355x503,0.59375
45,1000x1000,500x500,0.96875
45,1000x1000,1000x1000,1.0
45,1000x1000,920x1300,0.59375
45,920x1300,83x110,0.8125
45,920x1300,128x128,0.59375
45,920x1300,355x503,1.0
45,920x1300,500x500,0.59375
45,920x1300,1000x1000,0.59375
45,920x1300,920x1300,1.0
46,83x110,83x110,1.0
46,83x110,128x128,0.75
46,83x110,355x503,0.90625
46,83x110,500x500,0.71875
46,83x110,1000x1000,0.71875
46,83x110,920x1300,0.875
46,128x128,83x110,0.75
46,128x128,128x128,1.0
46,128x128,355x503,0.71875
46,128x128,500x500,0.96875
46,128x128,1000x1000,0.96875
46,128x128,920x1300,0.6875
46,355x503,83x110,0.90625
46,355x503,128x128,0.71875
46,355x503,355x503,1.0
46,355x503,500x500,0.6875
46,355x503,1000x1000,0.6875
46,355x503,920x1300,0.96875
46,500x500,83x110,0.71875
46,500x500,128x128,0.96875
46,500x500,355x503,0.6875
46,500x500,500x500,1.0
46,500x500,1000x1000,1.0
46,500x500,920x1300,0.6875
46,1000x1000,83x110,0.71875
46,1000x1000,128x128,0.96875
46,1000x1000,355x503,0.6875
46,1000x1000,500x500,1.0
46,1000x1000,1000x1000,1.0
46,1000x1000,920x1300,0.6875
46,920x1300,83x110,0.875
46,920x1300,128x128,0.6875
46,920x1300,355x503,0.96875
46,920x1300,500x500,0.6875
46,920x1300,1000x1000,0.6875
46,920x1300,920x1300,1.0
47,83x110,83x110,1.0
47,83x110,128x128,0.6875
47,83x110,355x503,0.90625
47,83x110,500x500,0.6875
47,83x110,1000x1000,0.6875
47,83x110,920x1300,0.90625
47,128x128,83x110,0.6875
47,128x128,128x128,1.0
47,128x128,355x503,0.65625
47,128x128,500x500,1.0
47,128x128,1000x1000,1.0
47,128x128,920x1300,0.65625
47,355x503,83x110,0.90625
47,355x503,128x128,0.65625
47,355x503,355x503,1.0
47,355x503,500x500,0.65625
47,355x503,1000x1000,0.65625
47,355x503,920x1300,1.0
47,500x500,83x110,0.6875
47,500x500,128x128,1.0
47,500x500,355x503,0.65625
47,500x500,500x500,1.0
47,500x500,1000x1000,1.0
47,500x500,920x1300,0.65625
47,1000x1000,83x110,0.6875
47,1000x1000,128x128,1.0
47,1000x1000,355x503,0.65625
47,1000x1000,500x500,1.0
47,1000x1000,1000x1000,1.0
47,1000x1000,920x1300,0.65625
47,920x1300,83x110,0.90625
47,920x1300,128x128,0.65625
47,920x1300,355x503,1.0
47,920x1300,500x500,0.65625
47,920x1300,1000x1000,0.65625
47,920x1300,920x1300,1.0
48,83x110,83x110,1.0
48,83x110,128x128,0.625
48,83x110,355x503,0.96875
48,83x110,500x500,0.65625
48,83x110,1000x1000,0.65625
48,83x110,920x1300,0.96875
48,128x128,83x110,0.625
48,128x128,128x128,1.0
48,128x128,355x503,0.59375
48,128x128,500x500,0.96875
48,128x128,1000x1000,0.96875
48,128x128,920x1300,0.59375
48,355x503,83x110,0.96875
48,355x503,128x128,0.59375
48,355x503,355x503,1.0
48,355x503,500x500,0.625
48,355x503,1000x1000,0.625
48,355x503,920x1300,1.0
48,500x500,83x110,0.65625
48,500x500,128x128,0.96875
48,500x500,355x503,0.625
48,500x500,500x500,1.0
48,500x500,1000x1000,1.0
48,500x500,920x1300,0.625
48,1000x1000,83x110,0.65625
48,1000x1000,128x128,0.96875
48,1000x1000,355x503,0.625
48,1000x1000,500x500,1.0
48,1000x1000,1000x1000,1.0
48,1000x1000,920x1300,0.625
48,920x1300,83x110,0.96875
48,920x1300,128x128,0.59375
48,920x1300,355x503,1.0
48,920x1300,500x500,0.625
48,920x1300,1000x1000,0.625
48,920x1300,920x1300,1.0
49,83x110,83x110,1.0
49,83x110,128x128,0.53125
49,83x110,355x503,0.90625
49,83x110,500x500,0.5625
49,83x110,1000x1000,0.5625
49,83x110,920x1300,0.90625
49,128x128,83x110,0.53125
49,128x128,128x128,1.0
49,128x128,355x503,0.5625
49,128x128,500x500,0.96875
49,128x128,1000x1000,0.96875
49,128x128,920x1300,0.5625
49,355x503,83x110,0.90625
49,355x503,128x128,0.5625
49,355x503,355x503,1.0
49,355x503,500x500,0.59375
49,355x503,1000x1000,0.59375
49,355x503,920x1300,1.0
49,500x500,83x110,0.5625
49,500x500,128x128,0.96875
49,500x500,355x503,0.59375
49,500x500,500x500,1.0
49,500x500,1000x1000,1.0
49,500x500,920x1300,0.59375
49,1000x1000,83x110,0.5625
49,1000x1000,128x128,0.96875
49,1000x1000,355x503,0.59375
