image_index,resolution1,resolution2,similarity
49,1000x1000,500x500,1.0
49,1000x1000,1000x1000,1.0
49,1000x1000,920x1300,0.59375
49,920x1300,83x110,0.90625
49,920x1300,128x128,0.5625
49,920x1300,355x503,1.0
49,920x1300,500x500,0.59375
49,920x1300,1000x1000,0.59375
49,920x1300,920x1300,1.0
50,83x110,83x110,1.0
50,83x110,128x128,0.53125
50,83x110,355x503,0.84375
50,83x110,500x500,0.5625
50,83x110,1000x1000,0.53125
50,83x110,920x1300,0.84375
50,128x128,83x110,0.53125
50,128x128,128x128,1.0
50,128x128,355x503,0.5
50,128x128,500x500,0.96875
50,128x128,1000x1000,0.9375
50,128x128,920x1300,0.5
50,355x503,83x110,0.84375
50,355x503,128x128,0.5
50,355x503,355x503,1.0
50,355x503,500x500,0.53125
50,355x503,1000x1000,0.53125
50,355x503,920x1300,1.0
50,500x500,83x110,0.5625
50,500x500,128x128,0.96875
50,500x500,355x503,0.53125
50,500x500,500x500,1.0
50,500x500,1000x1000,0.96875
50,500x500,920x1300,0.53125
50,1000x1000,83x110,0.53125
50,1000x1000,128x128,0.9375
50,1000x1000,355x503,0.53125
50,1000x1000,500x500,0.96875
50,1000x1000,1000x1000,1.0
50,1000x1000,920x1300,0.53125
50,920x1300,83x110,0.84375
50,920x1300,128x128,0.5
50,920x1300,355x503,1.0
50,920x1300,500x500,0.53125
50,920x1300,1000x1000,0.53125
50,920x1300,920x1300,1.0
51,83x110,83x110,1.0
51,83x110,128x128,0.53125
51,83x110,355x503,0.90625
51,83x110,500x500,0.53125
51,83x110,1000x1000,0.53125
51,83x110,920x1300,0.90625
51,128x128,83x110,0.53125
51,128x128,128x128,1.0
51,128x128,355x503,0.5
51,128x128,500x500,1.0
51,128x128,1000x1000,0.96875
51,128x128,920x1300,0.5
51,355x503,83x110,0.90625
51,355x503,128x128,0.5
51,355x503,355x503,1.0
51,355x503,500x500,0.5
51,355x503,1000x1000,0.5
51,355x503,920x1300,1.0
51,500x500,83x110,0.53125
51,500x500,128x128,1.0
51,500x500,355x503,0.5
51,500x500,500x500,1.0
51,500x500,1000x1000,0.96875
51,500x500,920x1300,0.5
51,1000x1000,83x110,0.53125
51,1000x1000,128x128,0.96875
51,1000x1000,355x503,0.5
51,1000x1000,500x500,0.96875
51,1000x1000,1000x1000,1.0
51,1000x1000,920x1300,0.5
51,920x1300,83x110,0.90625
51,920x1300,128x128,0.5
51,920x1300,355x503,1.0
51,920x1300,500x500,0.5
51,920x1300,1000x1000,0.5
51,920x1300,920x1300,1.0
52,83x110,83x110,1.0
52,83x110,128x128,0.78125
52,83x110,355x503,0.875
52,83x110,500x500,0.78125
52,83x110,1000x1000,0.78125
52,83x110,920x1300,0.875
52,128x128,83x110,0.78125
52,128x128,128x128,1.0
52,128x128,355x503,0.6875
52,128x128,500x500,1.0
52,128x128,1000x1000,0.96875
52,128x128,920x1300,0.6875
52,355x503,83x110,0.875
52,355x503,128x128,0.6875
52,355x503,355x503,1.0
52,355x503,500x500,0.6875
52,355x503,1000x1000,0.71875
52,355x503,920x1300,1.0
52,500x500,83x110,0.78125
52,500x500,128x128,1.0
52,500x500,355x503,0.6875
52,500x500,500x500,1.0
52,500x500,1000x1000,0.96875
52,500x500,920x1300,0.6875
52,1000x1000,83x110,0.78125
52,1000x1000,128x128,0.96875
52,1000x1000,355x503,0.71875
52,1000x1000,500x500,0.96875
52,1000x1000,1000x1000,1.0
52,1000x1000,920x1300,0.71875
52,920x1300,83x110,0.875
52,920x1300,128x128,0.6875
52,920x1300,355x503,1.0
52,920x1300,500x500,0.6875
52,920x1300,1000x1000,0.71875
52,920x1300,920x1300,1.0
53,83x110,83x110,1.0
53,83x110,128x128,0.59375
53,83x110,355x503,0.8125
53,83x110,500x500,0.59375
53,83x110,1000x1000,0.59375
53,83x110,920x1300,0.84375
53,128x128,83x110,0.59375
53,128x128,128x128,1.0
53,128x128,355x503,0.5625
53,128x128,500x500,1.0
53,128x128,1000x1000,1.0
53,128x128,920x1300,0.5625
53,355x503,83x110,0.8125
53,355x503,128x128,0.5625
53,355x503,355x503,1.0
53,355x503,500x500,0.5625
53,355x503,1000x1000,0.5625
53,355x503,920x1300,0.96875
53,500x500,83x110,0.59375
53,500x500,128x128,1.0
53,500x500,355x503,0.5625
53,500x500,500x500,1.0
53,500x500,1000x1000,1.0
53,500x500,920x1300,0.5625
53,1000x1000,83x110,0.59375
53,1000x1000,128x128,1.0
53,1000x1000,355x503,0.5625
53,1000x1000,500x500,1.0
53,1000x1000,1000x1000,1.0
53,1000x1000,920x1300,0.5625
53,920x1300,83x110,0.84375
53,920x1300,128x128,0.5625
53,920x1300,355x503,0.96875
53,920x1300,500x500,0.5625
53,920x1300,1000x1000,0.5625
53,920x1300,920x1300,1.0
54,83x110,83x110,1.0
54,83x110,128x128,0.6875
54,83x110,355x503,0.9375
54,83x110,500x500,0.6875
54,83x110,1000x1000,0.6875
54,83x110,920x1300,0.9375
54,128x128,83x110,0.6875
54,128x128,128x128,1.0
54,128x128,355x503,0.625
54,128x128,500x500,1.0
54,128x128,1000x1000,1.0
54,128x128,920x1300,0.625
54,355x503,83x110,0.9375
54,355x503,128x128,0.625
54,355x503,355x503,1.0
54,355x503,500x500,0.625
54,355x503,1000x1000,0.625
54,355x503,920x1300,1.0
54,500x500,83x110,0.6875
54,500x500,128x128,1.0
54,500x500,355x503,0.625
54,500x500,500x500,1.0
54,500x500,1000x1000,1.0
54,500x500,920x1300,0.625
54,1000x1000,83x110,0.6875
54,1000x1000,128x128,1.0
54,1000x1000,355x503,0.625
54,1000x1000,500x500,1.0
54,1000x1000,1000x1000,1.0
54,1000x1000,920x1300,0.625
54,920x1300,83x110,0.9375
54,920x1300,128x128,0.625
54,920x1300,355x503,1.0
54,920x1300,500x500,0.625
54,920x1300,1000x1000,0.625
54,920x1300,920x1300,1.0
55,83x110,83x110,1.0
55,83x110,128x128,0.71875
55,83x110,355x503,0.9375
55,83x110,500x500,0.75
55,83x110,1000x1000,0.75
55,83x110,920x1300,0.9375
55,128x128,83x110,0.71875
55,128x128,128x128,1.0
55,128x128,355x503,0.6875
55,128x128,500x500,0.96875
55,128x128,1000x1000,0.96875
55,128x128,920x1300,0.6875
55,355x503,83x110,0.9375
55,355x503,128x128,0.6875
55,355x503,355x503,1.0
55,355x503,500x500,0.6875
55,355x503,1000x1000,0.6875
55,355x503,920x1300,1.0
55,500x500,83x110,0.75
55,500x500,128x128,0.96875
55,500x500,355x503,0.6875
55,500x500,500x500,1.0
55,500x500,1000x1000,1.0
55,500x500,920x1300,0.6875
55,1000x1000,83x110,0.75
55,1000x1000,128x128,0.96875
55,1000x1000,355x503,0.6875
55,1000x1000,500x500,1.0
55,1000x1000,1000x1000,1.0
55,1000x1000,920x1300,0.6875
55,920x1300,83x110,0.9375
55,920x1300,128x128,0.6875
55,920x1300,355x503,1.0
55,920x1300,500x500,0.6875
55,920x1300,1000x1000,0.6875
55,920x1300,920x1300,1.0
56,83x110,83x110,1.0
56,83x110,128x128,0.5625
56,83x110,355x503,0.84375
56,83x110,500x500,0.5625
56,83x110,1000x1000,0.5625
56,83x110,920x1300,0.84375
56,128x128,83x110,0.5625
56,128x128,128x128,1.0
56,128x128,355x503,0.625
56,128x128,500x500,0.96875
56,128x128,1000x1000,0.96875
56,128x128,920x1300,0.625
56,355x503,83x110,0.84375
56,355x503,128x128,0.625
56,355x503,355x503,1.0
56,355x503,500x500,0.625
56,355x503,1000x1000,0.625
56,355x503,920x1300,1.0
56,500x500,83x110,0.5625
56,500x500,128x128,0.96875
56,500x500,355x503,0.625
56,500x500,500x500,1.0
56,500x500,1000x1000,1.0
56,500x500,920x1300,0.625
56,1000x1000,83x110,0.5625
56,1000x1000,128x128,0.96875
56,1000x1000,355x503,0.625
56,1000x1000,500x500,1.0
56,1000x1000,1000x1000,1.0
56,1000x1000,920x1300,0.625
56,920x1300,83x110,0.84375
56,920x1300,128x128,0.625
56,920x1300,355x503,1.0
56,920x1300,500x500,0.625
56,920x1300,1000x1000,0.625
56,920x1300,920x1300,1.0
57,83x110,83x110,1.0
57,83x110,128x128,0.65625
57,83x110,355x503,0.90625
57,83x110,500x500,0.65625
57,83x110,1000x1000,0.65625
57,83x110,920x1300,0.90625
57,128x128,83x110,0.65625
57,128x128,128x128,1.0
57,128x128,355x503,0.59375
57,128x128,500x500,1.0
57,128x128,1000x1000,1.0
57,128x128,920x1300,0.59375
57,355x503,83x110,0.90625
57,355x503,128x128,0.59375
57,355x503,355x503,1.0
57,355x503,500x500,0.59375
57,355x503,1000x1000,0.59375
57,355x503,920x1300,1.0
57,500x500,83x110,0.65625
57,500x500,128x128,1.0
57,500x500,355x503,0.59375
57,500x500,500x500,1.0
57,500x500,1000x1000,1.0
57,500x500,920x1300,0.59375
57,1000x1000,83x110,0.65625
57,1000x1000,128x128,1.0
57,1000x1000,355x503,0.59375
57,1000x1000,500x500,1.0
57,1000x1000,1000x1000,1.0
57,1000x1000,920x1300,0.59375
57,920x1300,83x110,0.90625
57,920x1300,128x128,0.59375
57,920x1300,355x503,1.0
57,920x1300,500x500,0.59375
57,920x1300,1000x1000,0.59375
57,920x1300,920x1300,1.0
58,83x110,83x110,1.0
58,83x110,128x128,0.53125
58,83x110,355x503,0.8125
58,83x110,500x500,0.53125
58,83x110,1000x1000,0.53125
58,83x110,920x1300,0.8125
58,128x128,83x110,0.53125
58,128x128,128x128,1.0
58,128x128,355x503,0.5
58,128x128,500x500,1.0
58,128x128,1000x1000,1.0
58,128x128,920x1300,0.5
58,355x503,83x110,0.8125
58,355x503,128x128,0.5
58,355x503,355x503,1.0
58,355x503,500x500,0.5
58,355x503,1000x1000,0.5
58,355x503,920x1300,1.0
58,500x500,83x110,0.53125
58,500x500,128x128,1.0
58,500x500,355x503,0.5
58,500x500,500x500,1.0
58,500x500,1000x1000,1.0
58,500x500,920x1300,0.5
58,1000x1000,83x110,0.53125
58,1000x1000,128x128,1.0
58,1000x1000,355x503,0.5
58,1000x1000,500x500,1.0
58,1000x1000,1000x1000,1.0
58,1000x1000,920x1300,0.5
58,920x1300,83x110,0.8125
58,920x1300,128x128,0.5
58,920x1300,355x503,1.0
58,920x1300,500x500,0.5
58,920x1300,1000x1000,0.5
58,920x1300,920x1300,1.0
59,83x110,83x110,1.0
59,83x110,128x128,0.625
59,83x110,355x503,0.90625
59,83x110,500x500,0.625
59,83x110,1000x1000,0.625
59,83x110,920x1300,0.9375
59,128x128,83x110,0.625
59,128x128,128x128,1.0
59,128x128,355x503,0.625
59,128x128,500x500,1.0
59,128x128,1000x1000,1.0
59,128x128,920x1300,0.625
59,355x503,83x110,0.90625
59,355x503,128x128,0.625
59,355x503,355x503,1.0
59,355x503,500x500,0.625
59,355x503,1000x1000,0.625
59,355x503,920x1300,0.96875
59,500x500,83x110,0.625
59,500x500,128x128,1.0
59,500x500,355x503,0.625
59,500x500,500x500,1.0
59,500x500,1000x1000,1.0
59,500x500,920x1300,0.625
59,1000x1000,83x110,0.625
59,1000x1000,128x128,1.0
59,1000x1000,355x503,0.625
59,1000x1000,500x500,1.0
59,1000x1000,1000x1000,1.0
59,1000x1000,920x1300,0.625
59,920x1300,83x110,0.9375
59,920x1300,128x128,0.625
59,920x1300,355x503,0.96875
59,920x1300,500x500,0.625
59,920x1300,1000x1000,0.625
59,920x1300,920x1300,1.0
60,83x110,83x110,1.0
60,83x110,128x128,0.65625
60,83x110,355x503,0.8125
60,83x110,500x500,0.65625
60,83x110,1000x1000,0.65625
60,83x110,920x1300,0.90625
60,128x128,83x110,0.65625
60,128x128,128x128,1.0
60,128x128,355x503,0.46875
60,128x128,500x500,0.96875
60,128x128,1000x1000,0.96875
60,128x128,920x1300,0.5625
60,355x503,83x110,0.8125
60,355x503,128x128,0.46875
60,355x503,355x503,1.0
60,355x503,500x500,0.46875
60,355x503,1000x1000,0.46875
60,355x503,920x1300,0.90625
60,500x500,83x110,0.65625
60,500x500,128x128,0.96875
60,500x500,355x503,0.46875
60,500x500,500x500,1.0
60,500x500,1000x1000,1.0
60,500x500,920x1300,0.5625
60,1000x1000,83x110,0.65625
60,1000x1000,128x128,0.96875
60,1000x1000,355x503,0.46875
60,1000x1000,500x500,1.0
60,1000x1000,1000x1000,1.0
60,1000x1000,920x1300,0.5625
60,920x1300,83x110,0.90625
60,920x1300,128x128,0.5625
60,920x1300,355x503,0.90625
60,920x1300,500x500,0.5625
60,920x1300,1000x1000,0.5625
60,920x1300,920x1300,1.0
61,83x110,83x110,1.0
61,83x110,128x128,0.65625
61,83x110,355x503,0.90625
61,83x110,500x500,0.6875
61,83x110,1000x1000,0.65625
61,83x110,920x1300,0.90625
61,128x128,83x110,0.65625
61,128x128,128x128,1.0
61,128x128,355x503,0.59375
61,128x128,500x500,0.96875
61,128x128,1000x1000,1.0
61,128x128,920x1300,0.59375
61,355x503,83x110,0.90625
61,355x503,128x128,0.59375
61,355x503,355x503,1.0
61,355x503,500x500,0.59375
61,355x503,1000x1000,0.59375
61,355x503,920x1300,1.0
61,500x500,83x110,0.6875
61,500x500,128x128,0.96875
61,500x500,355x503,0.59375
61,500x500,500x500,1.0
61,500x500,1000x1000,0.96875
61,500x500,920x1300,0.59375
61,1000x1000,83x110,0.65625
61,1000x1000,128x128,1.0
61,1000x1000,355x503,0.59375
61,1000x1000,500x500,0.96875
61,1000x1000,1000x1000,1.0
61,1000x1000,920x1300,0.59375
61,920x1300,83x110,0.90625
61,920x1300,128x128,0.59375
61,920x1300,355x503,1.0
61,920x1300,500x500,0.59375
61,920x1300,1000x1000,0.59375
61,920x1300,920x1300,1.0
62,83x110,83x110,1.0
62,83x110,128x128,0.6875
62,83x110,355x503,0.875
62,83x110,500x500,0.6875
62,83x110,1000x1000,0.6875
62,83x110,920x1300,0.90625
62,128x128,83x110,0.6875
62,128x128,128x128,1.0
62,128x128,355x503,0.59375
62,128x128,500x500,1.0
62,128x128,1000x1000,1.0
62,128x128,920x1300,0.59375
62,355x503,83x110,0.875
62,355x503,128x128,0.59375
62,355x503,355x503,1.0
62,355x503,500x500,0.59375
62,355x503,1000x1000,0.59375
62,355x503,920x1300,0.96875
62,500x500,83x110,0.6875
62,500x500,128x128,1.0
62,500x500,355x503,0.59375
62,500x500,500x500,1.0
62,500x500,1000x1000,1.0
62,500x500,920x1300,0.59375
62,1000x1000,83x110,0.6875
62,1000x1000,128x128,1.0
62,1000x1000,355x503,0.59375
62,1000x1000,500x500,1.0
62,1000x1000,1000x1000,1.0
62,1000x1000,920x1300,0.59375
62,920x1300,83x110,0.90625
62,920x1300,128x128,0.59375
62,920x1300,355x503,0.96875
62,920x1300,500x500,0.59375
62,920x1300,1000x1000,0.59375
62,920x1300,920x1300,1.0
63,83x110,83x110,1.0
63,83x110,128x128,0.78125
63,83x110,355x503,0.875
63,83x110,500x500,0.75
63,83x110,1000x1000,0.75
63,83x110,920x1300,0.875
63,128x128,83x110,0.78125
63,128x128,128x128,1.0
63,128x128,355x503,0.8125
63,128x128,500x500,0.96875
63,128x128,1000x1000,0.96875
63,128x128,920x1300,0.78125
63,355x503,83x110,0.875
63,355x503,128x128,0.8125
63,355x503,355x503,1.0
63,355x503,500x500,0.78125
63,355x503,1000x1000,0.78125
63,355x503,920x1300,0.96875
63,500x500,83x110,0.75
63,500x500,128x128,0.96875
63,500x500,355x503,0.78125
63,500x500,500x500,1.0
63,500x500,1000x1000,1.0
63,500x500,920x1300,0.75
63,1000x1000,83x110,0.75
63,1000x1000,128x128,0.96875
63,1000x1000,355x503,0.78125
63,1000x1000,500x500,1.0
63,1000x1000,1000x1000,1.0
63,1000x1000,920x1300,0.75
63,920x1300,83x110,0.875
63,920x1300,128x128,0.78125
63,920x1300,355x503,0.96875
63,920x1300,500x500,0.75
63,920x1300,1000x1000,0.75
63,920x1300,920x1300,1.0
64,83x110,83x110,1.0
64,83x110,128x128,0.71875
64,83x110,355x503,0.90625
64,83x110,500x500,0.71875
64,83x110,1000x1000,0.71875
64,83x110,920x1300,0.9375
64,128x128,83x110,0.71875
64,128x128,128x128,1.0
64,128x128,355x503,0.65625
64,128x128,500x500,1.0
64,128x128,1000x1000,1.0
64,128x128,920x1300,0.65625
64,355x503,83x110,0.90625
64,355x503,128x128,0.65625
64,355x503,355x503,1.0
64,355x503,500x500,0.65625
64,355x503,1000x1000,0.65625
64,355x503,920x1300,0.96875
64,500x500,83x110,0.71875
64,500x500,128x128,1.0
64,500x500,355x503,0.65625
64,500x500,500x500,1.0
64,500x500,1000x1000,1.0
64,500x500,920x1300,0.65625
64,1000x1000,83x110,0.71875
64,1000x1000,128x128,1.0
64,1000x1000,355x503,0.65625
64,1000x1000,500x500,1.0
64,1000x1000,1000x1000,1.0
64,1000x1000,920x1300,0.65625
64,920x1300,83x110,0.9375
64,920x1300,128x128,0.65625
64,920x1300,355x503,0.96875
64,920x1300,500x500,0.65625
64,920x1300,1000x1000,0.65625
64,920x1300,920x1300,1.0
65,83x110,83x110,1.0
65,83x110,128x128,0.59375
65,83x110,355x503,0.96875
65,83x110,500x500,0.59375
65,83x110,1000x1000,0.59375
65,83x110,920x1300,0.96875
65,128x128,83x110,0.59375
65,128x128,128x128,1.0
65,128x128,355x503,0.5625
65,128x128,500x500,1.0
65,128x128,1000x1000,1.0
65,128x128,920x1300,0.5625
65,355x503,83x110,0.96875
65,355x503,128x128,0.5625
65,355x503,355x503,1.0
65,355x503,500x500,0.5625
65,355x503,1000x1000,0.5625
65,355x503,920x1300,1.0
65,500x500,83x110,0.59375
65,500x500,128x128,1.0
65,500x500,355x503,0.5625
65,500x500,500x500,1.0
65,500x500,1000x1000,1.0
65,500x500,920x1300,0.5625
65,1000x1000,83x110,0.59375
65,1000x1000,128x128,1.0
65,1000x1000,355x503,0.5625
65,1000x1000,500x500,1.0
65,1000x1000,1000x1000,1.0
65,1000x1000,920x1300,0.5625
65,920x1300,83x110,0.96875
65,920x1300,128x128,0.5625
65,920x1300,355x503,1.0
65,920x1300,500x500,0.5625
65,920x1300,1000x1000,0.5625
65,920x1300,920x1300,1.0
66,83x110,83x110,1.0
66,83x110,128x128,0.59375
66,83x110,355x503,0.875
66,83x110,500x500,0.625
66,83x110,1000x1000,0.625
66,83x110,920x1300,0.875
66,128x128,83x110,0.59375
66,128x128,128x128,1.0
66,128x128,355x503,0.625
66,128x128,500x500,0.96875
66,128x128,1000x1000,0.96875
66,128x128,920x1300,0.59375
66,355x503,83x110,0.875
66,355x503,128x128,0.625
66,355x503,355x503,1.0
66,355x503,500x500,0.65625
66,355x503,1000x1000,0.65625
66,355x503,920x1300,0.96875
66,500x500,83x110,0.625
66,500x500,128x128,0.96875
66,500x500,355x503,0.65625
66,500x500,500x500,1.0
66,500x500,1000x1000,1.0
66,500x500,920x1300,0.625
66,1000x1000,83x110,0.625
66,1000x1000,128x128,0.96875
66,1000x1000,355x503,0.65625
66,1000x1000,500x500,1.0
66,1000x1000,1000x1000,1.0
66,1000x1000,920x1300,0.625
66,920x1300,83x110,0.875
66,920x1300,128x128,0.59375
66,920x1300,355x503,0.96875
66,920x1300,500x500,0.625
66,920x1300,1000x1000,0.625
66,920x1300,920x1300,1.0
67,83x110,83x110,1.0
67,83x110,128x128,0.65625
67,83x110,355x503,0.84375
67,83x110,500x500,0.65625
67,83x110,1000x1000,0.65625
67,83x110,920x1300,0.84375
67,128x128,83x110,0.65625
67,128x128,128x128,1.0
67,128x128,355x503,0.59375
67,128x128,500x500,0.96875
67,128x128,1000x1000,0.96875
67,128x128,920x1300,0.65625
67,355x503,83x110,0.84375
67,355x503,128x128,0.59375
67,355x503,355x503,1.0
67,355x503,500x500,0.59375
67,355x503,1000x1000,0.59375
67,355x503,920x1300,0.9375
67,500x500,83x110,0.65625
67,500x500,128x128,0.96875
67,500x500,355x503,0.59375
67,500x500,500x500,1.0
67,500x500,1000x1000,1.0
67,500x500,920x1300,0.65625
67,1000x1000,83x110,0.65625
67,1000x1000,128x128,0.96875
67,1000x1000,355x503,0.59375
67,1000x1000,500x500,1.0
67,1000x1000,1000x1000,1.0
67,1000x1000,920x1300,0.65625
67,920x1300,83x110,0.84375
67,920x1300,128x128,0.65625
67,920x1300,355x503,0.9375
67,920x1300,500x500,0.65625
67,920x1300,1000x1000,0.65625
67,920x1300,920x1300,1.0
68,83x110,83x110,1.0
68,83x110,128x128,0.65625
68,83x110,355x503,0.9375
68,83x110,500x500,0.65625
68,83x110,1000x1000,0.65625
68,83x110,920x1300,0.9375
68,128x128,83x110,0.65625
68,128x128,128x128,1.0
68,128x128,355x503,0.71875
68,128x128,500x500,1.0
68,128x128,1000x1000,1.0
68,128x128,920x1300,0.71875
68,355x503,83x110,0.9375
68,355x503,128x128,0.71875
68,355x503,355x503,1.0
68,355x503,500x500,0.71875
68,355x503,1000x1000,0.71875
68,355x503,920x1300,1.0
68,500x500,83x110,0.65625
68,500x500,128x128,1.0
68,500x500,355x503,0.71875
68,500x500,500x500,1.0
68,500x500,1000x1000,1.0
68,500x500,920x1300,0.71875
68,1000x1000,83x110,0.65625
68,1000x1000,128x128,1.0
68,1000x1000,355x503,0.71875
68,1000x1000,500x500,1.0
68,1000x1000,1000x1000,1.0
68,1000x1000,920x1300,0.71875
68,920x1300,83x110,0.9375
68,920x1300,128x128,0.71875
68,920x1300,355x503,1.0
68,920x1300,500x500,0.71875
68,920x1300,1000x1000,0.71875
68,920x1300,920x1300,1.0
69,83x110,83x110,1.0
69,83x110,128x128,0.65625
69,83x110,355x503,0.84375
69,83x110,500x500,0.65625
69,83x110,1000x1000,0.65625
69,83x110,920x1300,0.875
69,128x128,83x110,0.65625
69,128x128,128x128,1.0
69,128x128,355x503,0.59375
69,128x128,500x500,0.96875
69,128x128,1000x1000,0.96875
69,128x128,920x1300,0.59375
69,355x503,83x110,0.84375
69,355x503,128x128,0.59375
69,355x503,355x503,1.0
69,355x503,500x500,0.59375
69,355x503,1000x1000,0.59375
69,355x503,920x1300,0.96875
69,500x500,83x110,0.65625
69,500x500,128x128,0.96875
69,500x500,355x503,0.59375
69,500x500,500x500,1.0
69,500x500,1000x1000,1.0
69,500x500,920x1300,0.59375
69,1000x1000,83x110,0.65625
69,1000x1000,128x128,0.96875
69,1000x1000,355x503,0.59375
69,1000x1000,500x500,1.0
69,1000x1000,1000x1000,1.0
69,1000x1000,920x1300,0.59375
69,920x1300,83x110,0.875
69,920x1300,128x128,0.59375
69,920x1300,355x503,0.96875
69,920x1300,500x500,0.59375
69,920x1300,1000x1000,0.59375
69,920x1300,920x1300,1.0
70,83x110,83x110,1.0
70,83x110,128x128,0.6875
70,83x110,355x503,0.90625
70,83x110,500x500,0.6875
70,83x110,1000x1000,0.6875
70,83x110,920x1300,0.90625
70,128x128,83x110,0.6875
70,128x128,128x128,1.0
70,128x128,355x503,0.625
70,128x128,500x500,1.0
70,128x128,1000x1000,1.0
70,128x128,920x1300,0.65625
70,355x503,83x110,0.90625
70,355x503,128x128,0.625
70,355x503,355x503,1.0
70,355x503,500x500,0.625
70,355x503,1000x1000,0.625
70,355x503,920x1300,0.96875
70,500x500,83x110,0.6875
70,500x500,128x128,1.0
70,500x500,355x503,0.625
70,500x500,500x500,1.0
70,500x500,1000x1000,1.0
70,500x500,920x1300,0.65625
70,1000x1000,83x110,0.6875
70,1000x1000,128x128,1.0
70,1000x1000,355x503,0.625
70,1000x1000,500x500,1.0
70,1000x1000,1000x1000,1.0
70,1000x1000,920x1300,0.65625
70,920x1300,83x110,0.90625
70,920x1300,128x128,0.65625
70,920x1300,355x503,0.96875
70,920x1300,500x500,0.65625
70,920x1300,1000x1000,0.65625
70,920x1300,920x1300,1.0
71,83x110,83x110,1.0
71,83x110,128x128,0.65625
71,83x110,355x503,0.90625
71,83x110,500x500,0.65625
71,83x110,1000x1000,0.65625
71,83x110,920x1300,0.90625
71,128x128,83x110,0.65625
71,128x128,128x128,1.0
71,128x128,355x503,0.59375
71,128x128,500x500,0.96875
71,128x128,1000x1000,0.96875
71,128x128,920x1300,0.59375
71,355x503,83x110,0.90625
71,355x503,128x128,0.59375
71,355x503,355x503,1.0
71,355x503,500x500,0.59375
71,355x503,1000x1000,0.59375
71,355x503,920x1300,1.0
71,500x500,83x110,0.65625
71,500x500,128x128,0.96875
71,500x500,355x503,0.59375
71,500x500,500x500,1.0
71,500x500,1000x1000,1.0
71,500x500,920x1300,0.59375
71,1000x1000,83x110,0.65625
71,1000x1000,128x128,0.96875
71,1000x1000,355x503,0.59375
71,1000x1000,500x500,1.0
71,1000x1000,1000x1000,1.0
71,1000x1000,920x1300,0.59375
71,920x1300,83x110,0.90625
71,920x1300,128x128,0.59375
71,920x1300,355x503,1.0
71,920x1300,500x500,0.59375
71,920x1300,1000x1000,0.59375
71,920x1300,920x1300,1.0
72,83x110,83x110,1.0
72,83x110,128x128,0.5625
72,83x110,355x503,0.84375
72,83x110,500x500,0.5625
72,83x110,1000x1000,0.5625
72,83x110,920x1300,0.84375
72,128x128,83x110,0.5625
72,128x128,128x128,1.0
72,128x128,355x503,0.46875
72,128x128,500x500,1.0
72,128x128,1000x1000,1.0
72,128x128,920x1300,0.46875
72,355x503,83x110,0.84375
72,355x503,128x128,0.46875
72,355x503,355x503,1.0
72,355x503,500x500,0.46875
72,355x503,1000x1000,0.46875
72,355x503,920x1300,1.0
72,500x500,83x110,0.5625
72,500x500,128x128,1.0
72,500x500,355x503,0.46875
72,500x500,500x500,1.0
72,500x500,1000x1000,1.0
72,500x500,920x1300,0.46875
72,1000x1000,83x110,0.5625
72,1000x1000,128x128,1.0
72,1000x1000,355x503,0.46875
72,1000x1000,500x500,1.0
72,1000x1000,1000x1000,1.0
72,1000x1000,920x1300,0.46875
72,920x1300,83x110,0.84375
72,920x1300,128x128,0.46875
72,920x1300,355x503,1.0
72,920x1300,500x500,0.46875
72,920x1300,1000x1000,0.46875
72,920x1300,920x1300,1.0
73,83x110,83x110,1.0
73,83x110,128x128,0.5625
73,83x110,355x503,0.84375
73,83x110,500x500,0.5625
73,83x110,1000x1000,0.5625
73,83x110,920x1300,0.84375
73,128x128,83x110,0.5625
73,128x128,128x128,1.0
73,128x128,355x503,0.53125
73,128x128,500x500,1.0
73,128x128,1000x1000,1.0
73,128x128,920x1300,0.53125
73,355x503,83x110,0.84375
73,355x503,128x128,0.53125
73,355x503,355x503,1.0
73,355x503,500x500,0.53125
73,355x503,1000x1000,0.53125
73,355x503,920x1300,1.0
73,500x500,83x110,0.5625
73,500x500,128x128,1.0
73,500x500,355x503,0.53125
73,500x500,500x500,1.0
73,500x500,1000x1000,1.0
73,500x500,920x1300,0.53125
73,1000x1000,83x110,0.5625
73,1000x1000,128x128,1.0
73,1000x1000,355x503,0.53125
73,1000x1000,500x500,1.0
73,1000x1000,1000x1000,1.0
73,1000x1000,920x1300,0.53125
73,920x1300,83x110,0.84375
73,920x1300,128x128,0.53125
73,920x1300,355x503,1.0
73,920x1300,500x500,0.53125
73,920x1300,1000x1000,0.53125
73,920x1300,920x1300,1.0
74,83x110,83x110,1.0
74,83x110,128x128,0.6875
74,83x110,355x503,0.96875
74,83x110,500x500,0.6875
74,83x110,1000x1000,0.6875
74,83x110,920x1300,0.96875
74,128x128,83x110,0.6875
74,128x128,128x128,1.0
74,128x128,355x503,0.65625
74,128x128,500x500,1.0
74,128x128,1000x1000,1.0
74,128x128,920x1300,0.65625
74,355x503,83x110,0.96875
74,355x503,128x128,0.65625
74,355x503,355x503,1.0
74,355x503,500x500,0.65625
74,355x503,1000x1000,0.65625
74,355x503,920x1300,1.0
74,500x500,83x110,0.6875
74,500x500,128x128,1.0
74,500x500,355x503,0.65625
74,500x500,500x500,1.0
74,500x500,1000x1000,1.0
74,500x500,920x1300,0.65625
74,1000x1000,83x110,0.6875
